Date,Location,Time,Venue,eventType,id,composerName,conductorName,interval,movement,workTitle,soloistInstrument,soloistName,soloistRoles,season,programID,orchestra
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Weber,  Carl  Maria Von","Etienne, Denis G.",,Overture,OBERON,Cello,"Boucher, Alfred",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Weber,  Carl  Maria Von","Etienne, Denis G.",,Overture,OBERON,Contrabass,"Rosier, F. W.",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Weber,  Carl  Maria Von","Etienne, Denis G.",,Overture,OBERON,Soprano,"Otto, Antoinette",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Weber,  Carl  Maria Von","Etienne, Denis G.",,Overture,OBERON,Tenor,"Horn, Charles Edward",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Weber,  Carl  Maria Von","Etienne, Denis G.",,Overture,OBERON,Tenor,"Horn, Charles Edward",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Weber,  Carl  Maria Von","Etienne, Denis G.",,Overture,OBERON,Soprano,"Otto, Antoinette",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Rossini,  Gioachino","Timm, Henry C.",,Duet,ARMIDA,Soprano,"Otto, Antoinette",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Rossini,  Gioachino","Timm, Henry C.",,Duet,ARMIDA,Piano,"Scharfenberg, William",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Rossini,  Gioachino","Timm, Henry C.",,Duet,ARMIDA,Violin,"Hill, Ureli Corelli",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Rossini,  Gioachino","Timm, Henry C.",,Duet,ARMIDA,Viola,"Derwort, G. H.",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Rossini,  Gioachino","Timm, Henry C.",,Duet,ARMIDA,Cello,"Boucher, Alfred",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Rossini,  Gioachino","Timm, Henry C.",,Duet,ARMIDA,Contrabass,"Rosier, F. W.",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Rossini,  Gioachino","Timm, Henry C.",,Duet,ARMIDA,Soprano,"Otto, Antoinette",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Rossini,  Gioachino","Timm, Henry C.",,Duet,ARMIDA,Tenor,"Horn, Charles Edward",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Rossini,  Gioachino","Timm, Henry C.",,Duet,ARMIDA,Tenor,"Horn, Charles Edward",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Rossini,  Gioachino","Timm, Henry C.",,Duet,ARMIDA,Soprano,"Otto, Antoinette",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Beethoven,  Ludwig  van","Timm, Henry C.",,"""In Des Lebens Fruhlingstagen...O spur ich nicht linde,"" Florestan (aria)","FIDELIO, OP. 72",Soprano,"Otto, Antoinette",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Beethoven,  Ludwig  van","Timm, Henry C.",,"""In Des Lebens Fruhlingstagen...O spur ich nicht linde,"" Florestan (aria)","FIDELIO, OP. 72",Piano,"Scharfenberg, William",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Beethoven,  Ludwig  van","Timm, Henry C.",,"""In Des Lebens Fruhlingstagen...O spur ich nicht linde,"" Florestan (aria)","FIDELIO, OP. 72",Violin,"Hill, Ureli Corelli",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Beethoven,  Ludwig  van","Timm, Henry C.",,"""In Des Lebens Fruhlingstagen...O spur ich nicht linde,"" Florestan (aria)","FIDELIO, OP. 72",Viola,"Derwort, G. H.",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Beethoven,  Ludwig  van","Timm, Henry C.",,"""In Des Lebens Fruhlingstagen...O spur ich nicht linde,"" Florestan (aria)","FIDELIO, OP. 72",Cello,"Boucher, Alfred",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Beethoven,  Ludwig  van","Timm, Henry C.",,"""In Des Lebens Fruhlingstagen...O spur ich nicht linde,"" Florestan (aria)","FIDELIO, OP. 72",Contrabass,"Rosier, F. W.",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Beethoven,  Ludwig  van","Timm, Henry C.",,"""In Des Lebens Fruhlingstagen...O spur ich nicht linde,"" Florestan (aria)","FIDELIO, OP. 72",Soprano,"Otto, Antoinette",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Beethoven,  Ludwig  van","Timm, Henry C.",,"""In Des Lebens Fruhlingstagen...O spur ich nicht linde,"" Florestan (aria)","FIDELIO, OP. 72",Tenor,"Horn, Charles Edward",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Beethoven,  Ludwig  van","Timm, Henry C.",,"""In Des Lebens Fruhlingstagen...O spur ich nicht linde,"" Florestan (aria)","FIDELIO, OP. 72",Tenor,"Horn, Charles Edward",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Beethoven,  Ludwig  van","Timm, Henry C.",,"""In Des Lebens Fruhlingstagen...O spur ich nicht linde,"" Florestan (aria)","FIDELIO, OP. 72",Soprano,"Otto, Antoinette",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Mozart,  Wolfgang  Amadeus","Timm, Henry C.",,"""Ach Ich liebte,"" Konstanze (aria)","ABDUCTION FROM THE SERAGLIO,THE, K.384",Soprano,"Otto, Antoinette",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Mozart,  Wolfgang  Amadeus","Timm, Henry C.",,"""Ach Ich liebte,"" Konstanze (aria)","ABDUCTION FROM THE SERAGLIO,THE, K.384",Piano,"Scharfenberg, William",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Mozart,  Wolfgang  Amadeus","Timm, Henry C.",,"""Ach Ich liebte,"" Konstanze (aria)","ABDUCTION FROM THE SERAGLIO,THE, K.384",Violin,"Hill, Ureli Corelli",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Mozart,  Wolfgang  Amadeus","Timm, Henry C.",,"""Ach Ich liebte,"" Konstanze (aria)","ABDUCTION FROM THE SERAGLIO,THE, K.384",Viola,"Derwort, G. H.",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Mozart,  Wolfgang  Amadeus","Timm, Henry C.",,"""Ach Ich liebte,"" Konstanze (aria)","ABDUCTION FROM THE SERAGLIO,THE, K.384",Cello,"Boucher, Alfred",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Mozart,  Wolfgang  Amadeus","Timm, Henry C.",,"""Ach Ich liebte,"" Konstanze (aria)","ABDUCTION FROM THE SERAGLIO,THE, K.384",Contrabass,"Rosier, F. W.",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Mozart,  Wolfgang  Amadeus","Timm, Henry C.",,"""Ach Ich liebte,"" Konstanze (aria)","ABDUCTION FROM THE SERAGLIO,THE, K.384",Soprano,"Otto, Antoinette",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Mozart,  Wolfgang  Amadeus","Timm, Henry C.",,"""Ach Ich liebte,"" Konstanze (aria)","ABDUCTION FROM THE SERAGLIO,THE, K.384",Tenor,"Horn, Charles Edward",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Mozart,  Wolfgang  Amadeus","Timm, Henry C.",,"""Ach Ich liebte,"" Konstanze (aria)","ABDUCTION FROM THE SERAGLIO,THE, K.384",Tenor,"Horn, Charles Edward",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Mozart,  Wolfgang  Amadeus","Timm, Henry C.",,"""Ach Ich liebte,"" Konstanze (aria)","ABDUCTION FROM THE SERAGLIO,THE, K.384",Soprano,"Otto, Antoinette",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Kalliwoda,  Johann  W.","Timm, Henry C.",,,"OVERTURE NO. 1, D MINOR, OP. 38",Soprano,"Otto, Antoinette",S,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Kalliwoda,  Johann  W.","Timm, Henry C.",,,"OVERTURE NO. 1, D MINOR, OP. 38",Piano,"Scharfenberg, William",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Kalliwoda,  Johann  W.","Timm, Henry C.",,,"OVERTURE NO. 1, D MINOR, OP. 38",Violin,"Hill, Ureli Corelli",A,1842-43,3853.0,New York Philharmonic
1842-12-07T05:00:00Z,"Manhattan, NY",8:00PM,Apollo Rooms,Subscription Season,38e072a7-8fc9-4f9a-8eac-3957905c0002,"Kalliwoda,  Johann  W.","Timm, Henry C.",,,"OVERTURE NO. 1, D MINOR, OP. 38",Viola,"Derwort, G. H.",A,1842-43,3853.0,New York Philharmonic
